txt_fn,pedestrian,bicycle,car,motorcycle,bus,train,truck
000000084649.txt,1,0,0,2,0,0,0
000000404983.txt,0,0,1,0,0,0,0
000000397445.txt,0,0,1,0,0,0,0
000000473712.txt,0,0,1,0,0,0,0
000000459543.txt,1,0,0,1,0,0,0
000000124466.txt,1,0,1,0,0,0,1
000000443427.txt,1,0,0,0,0,1,0
000000016977.txt,1,0,1,1,0,0,0
000000104282.txt,0,0,1,0,0,0,0
000000331057.txt,1,0,1,1,0,0,1
000000353086.txt,0,1,0,0,0,0,0
000000194669.txt,1,0,0,0,0,0,2
000000026943.txt,0,0,1,0,0,0,0
000000235358.txt,1,0,1,0,1,0,2
000000529409.txt,1,0,1,0,0,0,1
000000024193.txt,0,0,0,0,0,1,0
000000235069.txt,1,0,1,0,0,0,1
000000115515.txt,0,0,1,0,0,0,3
000000236138.txt,1,0,1,0,2,0,0
000000208585.txt,1,0,1,0,2,0,1
000000327059.txt,0,0,0,0,0,0,1
000000496440.txt,1,0,0,0,0,0,4
000000114204.txt,1,0,0,0,2,0,0
000000579123.txt,0,0,1,0,0,0,1
000000045655.txt,0,0,1,0,0,0,1
000000129100.txt,1,2,0,0,0,0,0
000000410141.txt,1,0,0,0,0,1,0
000000321302.txt,1,0,0,0,0,1,0
000000242513.txt,0,0,0,0,0,1,0
000000453529.txt,1,0,1,0,0,0,1
000000423161.txt,1,5,1,0,0,0,0
000000229530.txt,1,0,1,0,0,0,1
000000051504.txt,1,0,0,1,0,0,0
000000192755.txt,0,0,0,0,1,0,0
000000028858.txt,1,0,1,0,0,0,2
000000406024.txt,1,0,0,0,0,0,1
000000012370.txt,1,0,1,1,0,0,0
000000091288.txt,0,0,1,0,0,0,0
000000231534.txt,1,0,0,0,0,0,3
000000221474.txt,0,0,0,1,0,0,0
000000010545.txt,1,0,1,0,4,0,0
000000334699.txt,1,0,0,1,0,0,0
000000144646.txt,1,0,0,2,1,0,1
000000043724.txt,0,0,1,0,0,0,0
000000073826.txt,1,0,0,1,0,0,0
000000214273.txt,0,0,1,0,0,0,0
000000427909.txt,0,0,0,0,0,0,1
000000416827.txt,0,0,0,0,0,1,0
000000478386.txt,0,0,0,0,0,1,1
000000057363.txt,1,0,1,0,0,0,1
000000103089.txt,1,0,0,0,0,1,0
000000113828.txt,1,0,1,0,3,0,0
000000354545.txt,0,1,0,1,0,0,0
000000114559.txt,1,0,1,9,0,0,0
000000205656.txt,1,0,1,0,2,0,0
000000504617.txt,1,0,0,1,0,0,0
000000199640.txt,1,0,1,8,0,0,0
000000457442.txt,1,0,0,0,0,0,1
000000382044.txt,0,0,0,0,0,0,1
000000208991.txt,0,0,1,3,0,0,0
000000572752.txt,0,0,0,0,0,1,0
000000253217.txt,0,0,1,0,0,0,0
000000188017.txt,0,0,1,0,0,1,0
000000249658.txt,0,0,0,0,1,0,0
000000423025.txt,1,0,0,12,0,0,0
000000493196.txt,1,2,0,0,0,0,0
000000210401.txt,0,0,0,1,0,0,0
000000307272.txt,0,0,1,0,0,0,0
000000277291.txt,1,0,1,0,2,0,2
000000265209.txt,0,0,0,0,0,2,0
000000032059.txt,0,0,0,0,0,1,0
000000382728.txt,0,0,0,0,0,1,0
000000517612.txt,1,1,0,0,0,0,0
000000340734.txt,0,0,0,0,0,0,1
000000355441.txt,1,0,1,0,3,0,0
000000292209.txt,0,0,0,0,0,0,1
000000323208.txt,0,0,0,0,0,1,0
000000192831.txt,0,0,0,0,0,4,0
000000516167.txt,0,0,1,0,0,0,1
000000537608.txt,0,0,1,0,0,0,2
000000481454.txt,1,1,1,0,0,0,0
000000180307.txt,1,0,0,8,0,0,0
000000224111.txt,0,0,1,0,0,0,0
000000275432.txt,1,0,1,0,0,0,1
000000550968.txt,0,0,0,2,0,0,0
000000062707.txt,1,0,0,2,0,0,0
000000255998.txt,0,0,0,0,0,1,0
000000350974.txt,1,0,0,1,0,0,0
000000305803.txt,1,0,0,13,0,0,0
000000022979.txt,1,0,0,0,1,0,0
000000514006.txt,1,0,0,0,2,0,0
000000082770.txt,0,0,1,0,0,0,0
000000125539.txt,0,0,1,0,0,0,1
000000460704.txt,0,0,0,0,0,0,1
000000029913.txt,0,2,1,0,0,0,0
000000220339.txt,0,0,0,0,0,1,0
000000435228.txt,1,0,0,0,0,1,0
000000278656.txt,1,2,1,0,0,0,0
000000464980.txt,0,0,1,0,0,0,0
000000409009.txt,0,0,0,0,1,1,0
000000562150.txt,1,1,0,0,0,0,0
000000490847.txt,1,1,0,0,0,0,0
000000525118.txt,0,0,1,0,0,0,0
000000128586.txt,1,0,1,0,0,0,1
000000391721.txt,1,0,0,0,0,0,1
000000258642.txt,1,0,1,0,1,0,0
000000271360.txt,1,0,1,0,0,0,2
000000178319.txt,0,0,1,0,0,0,0
000000387849.txt,0,0,0,0,0,2,0
000000125466.txt,0,0,0,1,0,0,0
000000427051.txt,1,0,0,0,2,0,0
000000377074.txt,0,0,0,0,0,1,0
000000430467.txt,0,0,1,0,1,0,0
000000011272.txt,1,0,0,0,0,1,0
000000356623.txt,1,0,0,5,0,0,0
000000271828.txt,1,0,0,0,0,2,0
000000297304.txt,0,0,0,0,0,2,0
000000078056.txt,0,0,1,0,0,0,0
000000189239.txt,1,0,0,0,0,0,1
000000577592.txt,1,0,0,0,0,0,1
000000049058.txt,0,0,1,0,0,0,0
000000311644.txt,0,0,0,0,2,0,0
000000087671.txt,1,0,1,3,0,0,1
000000431997.txt,0,0,1,0,0,0,0
000000151585.txt,0,1,0,0,0,0,0
000000479832.txt,0,0,0,0,0,1,0
000000124055.txt,0,0,1,0,0,0,0
000000490437.txt,1,0,1,0,0,0,2
000000572284.txt,1,1,0,0,0,0,0
000000396051.txt,0,0,0,0,0,0,5
000000084163.txt,0,0,1,0,0,0,0
000000087958.txt,0,0,0,0,0,1,0
000000276848.txt,0,0,1,0,0,0,0
000000497028.txt,1,0,1,0,0,0,2
000000325042.txt,1,1,0,0,0,0,1
000000378586.txt,0,0,0,0,0,0,1
000000200612.txt,0,0,0,0,0,1,0
000000233164.txt,0,0,1,0,0,0,1
000000229327.txt,0,0,0,6,0,0,0
000000385389.txt,0,0,1,1,0,0,0
000000259346.txt,0,0,1,0,0,0,0
000000045543.txt,0,0,0,0,0,1,0
000000136217.txt,0,0,0,0,0,0,1
000000020460.txt,1,0,0,0,0,0,1
000000182895.txt,0,0,1,0,0,0,0
000000518010.txt,0,0,0,1,0,0,0
000000554006.txt,1,0,1,0,0,0,3
000000554727.txt,1,1,0,0,0,0,0
000000070000.txt,0,2,0,0,0,0,0
000000222694.txt,1,1,0,0,0,0,0
000000045343.txt,1,0,1,0,1,0,4
000000389183.txt,0,0,0,0,0,0,1
000000146208.txt,1,0,0,0,0,1,0
000000562817.txt,1,0,1,12,0,0,0
000000236381.txt,1,0,0,0,2,0,0
000000403135.txt,1,3,1,0,0,0,0
000000258794.txt,1,0,1,0,2,0,0
000000307001.txt,1,0,0,0,0,1,0
000000073837.txt,0,0,1,0,0,0,1
000000490155.txt,0,1,0,0,0,0,0
000000308535.txt,0,0,0,0,0,1,0
000000514454.txt,1,0,0,0,0,0,1
000000254176.txt,1,0,0,4,0,0,0
000000365018.txt,0,0,0,0,0,0,1
000000487521.txt,0,1,0,0,0,0,0
000000140008.txt,0,0,1,0,1,0,0
000000209643.txt,0,0,1,0,0,0,1
000000127054.txt,0,0,0,0,0,0,1
000000459912.txt,1,0,0,13,0,0,0
000000119141.txt,1,0,0,0,1,0,0
000000079392.txt,1,0,1,0,0,0,2
000000155097.txt,0,0,1,0,0,0,2
000000221878.txt,0,0,0,1,0,0,0
000000249529.txt,0,0,1,0,0,0,2
000000301218.txt,0,0,1,0,0,0,2
000000244032.txt,1,5,1,0,0,0,0
000000290261.txt,0,0,0,0,0,1,0
000000067256.txt,0,1,1,0,0,1,0
000000448115.txt,0,0,0,0,0,3,0
000000236769.txt,0,0,1,0,0,0,0
000000329188.txt,1,0,0,0,7,0,0
000000510230.txt,0,0,1,0,0,0,0
000000453799.txt,1,0,1,1,0,0,0
000000569158.txt,1,0,0,0,0,0,1
000000351351.txt,0,1,0,0,0,0,0
000000187473.txt,1,1,1,0,0,0,3
000000461123.txt,0,0,1,0,0,0,2
000000079230.txt,0,0,1,0,0,0,0
000000546568.txt,0,2,0,0,0,0,0
000000162996.txt,0,0,0,0,1,0,0
000000158708.txt,0,1,0,0,0,0,0
000000164461.txt,0,0,0,0,0,0,2
000000565650.txt,0,0,0,2,0,0,0
000000178835.txt,1,1,1,0,0,0,1
000000009064.txt,0,0,0,0,0,1,0
000000276076.txt,1,0,0,1,1,0,1
000000230864.txt,0,0,1,0,0,0,1
000000176536.txt,1,1,1,0,0,0,0
000000170754.txt,0,6,1,0,0,0,0
000000275902.txt,0,0,0,0,0,1,0
000000057879.txt,1,1,1,0,0,0,0
000000064738.txt,1,0,0,0,0,0,5
000000176280.txt,1,0,0,0,0,0,1
000000013198.txt,1,1,1,0,0,0,0
000000136235.txt,0,0,0,0,0,0,4
000000001762.txt,1,0,0,0,2,0,0
000000439546.txt,1,0,0,0,0,0,1
000000222724.txt,0,0,1,0,0,0,0
000000157108.txt,1,0,1,0,1,0,0
000000317244.txt,0,0,1,0,0,0,1
000000109509.txt,1,0,1,0,1,0,0
000000441736.txt,1,0,1,0,1,0,5
000000371890.txt,0,1,0,0,0,0,0
000000431484.txt,0,1,0,0,0,1,0
000000235808.txt,1,0,0,0,0,1,0
000000043001.txt,1,0,1,4,3,0,1
000000156487.txt,0,0,1,0,0,0,0
000000428004.txt,1,0,0,0,0,1,0
000000159069.txt,1,0,0,1,0,0,0
000000288021.txt,1,0,1,0,1,0,0
000000221833.txt,0,0,1,0,0,0,1
000000029149.txt,0,0,0,0,0,1,0
000000051070.txt,0,1,0,0,0,0,0
000000329339.txt,1,0,1,0,1,0,0
000000406948.txt,0,0,1,0,0,0,0
000000086981.txt,0,0,0,0,0,1,0
000000444235.txt,0,0,1,0,1,0,0
000000468706.txt,1,0,0,1,0,0,0
000000321886.txt,1,2,1,12,2,0,0
000000396907.txt,0,0,1,0,0,0,0
000000198953.txt,0,0,0,0,0,1,0
000000023361.txt,0,0,1,0,0,0,1
000000449780.txt,0,0,0,2,0,0,0
000000508025.txt,1,0,0,3,0,0,0
000000139468.txt,1,0,1,0,0,0,1
000000428326.txt,0,0,1,0,1,0,0
000000127971.txt,1,0,0,0,0,0,1
000000378906.txt,1,4,1,0,2,0,0
000000421314.txt,1,0,0,0,1,0,8
000000062193.txt,0,0,0,0,0,0,1
000000559776.txt,0,0,1,0,0,0,0
000000043279.txt,0,2,1,0,0,0,0
000000266363.txt,0,0,1,0,0,0,0
000000474012.txt,1,0,1,0,0,1,0
000000340529.txt,1,0,0,0,0,1,0
000000226080.txt,1,0,0,0,0,0,2
000000504093.txt,0,0,1,0,0,0,0
000000334077.txt,0,1,0,0,0,0,0
000000157019.txt,1,0,1,0,0,0,4
000000431431.txt,0,0,1,0,0,0,1
000000043506.txt,0,0,0,0,0,1,0
000000260433.txt,0,0,1,0,0,0,1
000000289621.txt,0,1,0,0,0,0,0
000000085488.txt,1,0,0,0,0,0,1
000000085407.txt,1,0,0,0,0,0,1
000000096931.txt,1,2,0,0,0,0,0
000000553587.txt,0,0,0,2,0,0,0
000000267699.txt,1,0,1,0,3,0,0
000000501286.txt,0,0,0,0,0,0,1
000000523272.txt,1,0,1,0,0,0,2
000000066662.txt,1,0,1,0,0,0,1
000000328900.txt,1,0,1,0,0,0,1
000000040466.txt,0,0,1,0,0,0,1
000000198550.txt,0,0,0,0,0,1,0
000000052924.txt,0,0,0,3,0,0,0
000000380812.txt,0,0,0,0,0,0,1
000000111099.txt,1,2,0,0,0,0,0
000000344935.txt,0,0,0,0,1,0,1
000000052305.txt,1,0,0,0,0,0,1
000000115400.txt,1,0,1,0,1,0,0
000000065986.txt,0,1,0,0,0,0,0
000000199252.txt,0,0,0,1,0,0,0
000000468602.txt,0,0,0,0,1,0,1
000000048194.txt,1,0,0,0,1,0,0
000000244983.txt,1,0,1,0,0,2,0
000000433232.txt,1,0,0,0,1,0,1
000000564386.txt,1,0,0,0,0,1,0
000000479023.txt,1,0,0,0,0,0,1
000000399142.txt,0,0,0,1,0,0,0
000000014244.txt,0,2,1,0,0,0,0
000000448425.txt,0,0,1,0,1,0,0
000000380447.txt,0,5,1,0,0,0,0
000000099402.txt,1,0,0,0,1,0,0
000000489687.txt,0,0,1,0,0,0,0
000000043561.txt,1,0,1,0,8,0,1
000000339089.txt,0,0,1,0,0,0,0
000000009172.txt,0,0,1,0,0,0,0
000000259703.txt,1,0,1,0,0,0,3
000000366383.txt,1,0,0,0,0,1,0
000000390137.txt,1,2,0,0,0,0,0
000000454236.txt,1,0,0,0,1,0,0
000000361221.txt,0,0,0,0,0,1,0
000000335109.txt,0,0,0,0,1,0,1
000000388057.txt,0,0,0,0,0,1,0
000000323519.txt,0,0,0,1,0,0,0
000000029391.txt,1,0,0,0,0,2,0
000000155270.txt,1,2,1,1,0,0,1
000000090020.txt,0,0,1,0,0,0,0
000000357994.txt,0,0,1,0,0,0,0
000000154670.txt,0,0,0,0,1,0,0
000000002754.txt,1,0,1,0,0,0,1
000000072971.txt,0,0,0,0,0,2,0
000000555309.txt,0,0,1,0,0,0,5
000000308911.txt,0,1,0,0,0,0,0
000000049194.txt,1,0,0,0,1,0,0
000000267259.txt,0,0,1,0,0,0,1
000000455505.txt,0,1,0,0,0,0,0
000000434159.txt,1,0,1,0,0,0,1
000000567118.txt,0,0,1,0,0,0,4
000000409728.txt,1,1,1,0,0,0,0
000000110740.txt,0,0,0,0,1,0,0
000000358466.txt,1,1,0,0,0,0,0
000000205614.txt,0,0,0,0,0,0,1
000000508130.txt,1,1,1,0,0,0,0
000000448259.txt,1,0,1,0,0,0,1
000000029128.txt,0,1,0,0,0,0,0
000000314671.txt,0,0,1,0,0,0,1
000000339368.txt,1,0,1,0,4,0,1
000000574203.txt,1,0,0,0,2,0,0
000000068572.txt,1,0,0,1,0,0,0
000000421735.txt,0,0,1,0,1,0,0
000000184585.txt,1,1,0,0,0,0,0
000000208243.txt,0,0,1,2,0,0,0
000000006692.txt,0,1,0,0,0,0,0
000000023821.txt,0,0,1,1,0,0,1
000000420594.txt,0,0,1,0,0,0,0
000000226254.txt,1,0,0,0,0,1,0
000000578070.txt,0,0,0,0,1,0,0
000000167074.txt,1,0,1,0,0,0,1
000000239464.txt,1,0,0,0,0,0,1
000000142259.txt,1,1,1,1,0,0,0
000000047984.txt,1,0,0,1,0,0,0
000000223129.txt,1,0,1,0,2,0,1
000000555267.txt,1,0,0,0,0,1,0
000000543060.txt,1,0,0,0,1,0,0
000000190723.txt,0,0,0,0,0,1,0
000000139740.txt,0,0,1,0,0,1,2
000000337886.txt,1,3,1,8,0,0,1
000000444735.txt,0,2,0,0,0,0,1
000000477295.txt,0,0,0,1,0,0,0
000000531299.txt,1,1,1,0,0,0,0
000000456755.txt,1,0,1,0,0,2,1
000000308701.txt,1,1,0,0,0,1,0
000000241797.txt,0,0,1,0,0,0,1
000000559730.txt,1,0,1,0,1,0,1
000000080389.txt,1,12,1,0,0,0,0
000000391837.txt,1,0,0,1,0,0,0
000000227479.txt,0,0,0,0,0,1,0
000000477831.txt,0,0,1,0,0,0,0
000000552392.txt,0,0,0,0,1,0,0
000000351091.txt,1,0,1,0,3,0,0
000000436127.txt,1,0,1,0,1,0,0
000000199883.txt,1,1,1,1,0,0,1
000000539934.txt,1,1,0,0,0,0,0
000000207381.txt,0,0,0,0,0,2,0
000000046571.txt,0,0,0,1,0,0,0
000000375823.txt,1,0,0,6,0,0,0
000000540307.txt,1,0,0,0,0,0,1
000000545056.txt,0,0,1,0,0,0,0
000000189193.txt,1,0,0,0,1,0,0
000000499950.txt,0,0,1,0,0,0,0
000000212322.txt,0,0,0,0,1,0,0
000000308659.txt,0,0,1,0,0,0,0
000000509128.txt,1,0,1,0,0,0,1
000000016964.txt,1,0,0,0,0,2,0
000000204700.txt,1,0,0,0,0,1,0
000000070861.txt,0,0,0,0,4,0,0
000000278706.txt,0,0,0,0,0,0,1
000000287341.txt,0,0,1,2,0,0,1
000000399102.txt,0,0,0,1,0,0,0
000000142187.txt,0,0,1,0,0,0,0
000000256505.txt,1,2,0,0,0,0,0
000000375680.txt,1,0,1,0,1,0,0
000000102349.txt,1,1,0,0,0,0,0
000000317254.txt,1,0,1,1,0,0,0
000000346026.txt,1,0,1,0,1,0,0
000000058099.txt,1,1,0,0,0,0,0
000000532714.txt,1,0,0,0,0,1,0
000000141654.txt,1,1,1,0,2,0,0
000000182379.txt,1,0,1,0,0,0,1
000000302281.txt,1,0,0,0,0,0,2
000000197237.txt,0,0,1,0,1,0,0
000000254512.txt,1,0,0,0,1,0,0
000000125352.txt,1,0,0,0,0,0,2
000000502153.txt,0,0,1,0,0,0,2
000000408424.txt,0,0,1,0,0,2,0
000000233660.txt,0,5,1,0,0,0,0
000000527364.txt,0,0,0,0,0,1,0
000000400202.txt,1,0,0,0,2,0,1
000000266623.txt,0,0,0,0,0,1,0
000000071970.txt,0,0,1,0,1,0,0
000000422423.txt,0,0,0,0,0,1,0
000000548822.txt,1,1,0,0,0,0,0
000000161019.txt,0,0,0,0,2,0,1
000000061389.txt,0,0,1,0,0,0,0
000000526071.txt,0,0,1,0,0,0,0
000000308894.txt,0,0,0,0,0,1,0
000000209394.txt,1,0,0,1,0,0,0
000000484342.txt,1,0,0,3,0,0,0
000000575584.txt,1,0,0,0,0,1,0
000000227781.txt,1,1,0,0,0,0,0
000000081287.txt,0,0,1,0,1,1,0
000000082737.txt,0,0,1,0,0,1,3
000000389401.txt,0,1,1,0,0,0,0
000000438102.txt,1,0,0,0,1,1,0
000000360767.txt,1,7,0,0,0,0,0
000000019194.txt,0,0,1,0,0,0,0
000000189888.txt,0,0,0,1,0,0,1
000000181386.txt,0,0,0,0,0,2,0
000000577403.txt,1,0,0,0,1,0,0
000000038417.txt,0,0,1,1,0,0,0
000000560366.txt,0,0,1,0,0,1,1
000000064908.txt,1,0,0,0,0,0,1
000000343264.txt,1,3,1,0,0,0,0
000000391518.txt,1,0,0,0,0,0,1
000000539593.txt,1,0,0,0,0,1,0
000000309956.txt,1,0,0,0,0,0,1
000000572937.txt,0,0,1,0,0,0,1
000000496195.txt,1,0,1,0,2,0,1
000000311925.txt,0,1,1,0,0,0,0
000000054039.txt,1,0,1,11,1,0,1
000000065643.txt,1,0,1,4,0,0,0
000000007852.txt,0,0,0,0,0,0,2
000000510006.txt,0,0,1,0,0,0,0
000000530834.txt,0,0,0,0,1,0,1
000000546965.txt,1,0,1,0,0,0,1
000000151807.txt,1,0,1,1,0,0,0
000000523454.txt,1,0,1,0,0,0,1
000000020748.txt,0,0,0,1,0,0,0
000000578026.txt,1,0,0,0,0,1,0
000000165455.txt,1,0,1,0,1,0,0
000000046537.txt,1,0,0,1,1,0,0
000000137826.txt,1,3,0,0,2,0,0
000000144985.txt,0,0,0,0,0,0,1
000000208220.txt,1,2,1,3,0,0,2
000000185156.txt,1,0,0,0,0,1,0
000000311926.txt,1,0,0,0,2,0,0
000000390342.txt,0,0,0,1,0,0,0
000000438025.txt,0,0,0,0,0,0,3
000000557272.txt,1,0,0,0,3,0,0
000000570307.txt,1,0,0,0,0,1,0
000000038540.txt,1,0,0,0,1,0,0
000000463168.txt,1,1,0,0,0,0,0
000000529545.txt,1,1,1,0,0,0,0
000000109598.txt,0,0,0,0,0,1,0
000000149833.txt,1,0,0,0,0,1,0
000000313256.txt,0,0,0,0,0,2,0
000000554636.txt,1,0,1,0,1,0,2
000000383937.txt,1,0,1,0,0,0,2
000000474399.txt,0,0,1,0,0,0,0
000000052686.txt,0,0,1,0,0,1,0
000000109450.txt,0,0,0,0,1,0,0
000000148724.txt,0,0,0,0,0,1,0
000000169066.txt,1,3,0,0,0,0,0
000000359314.txt,1,0,0,0,0,0,2
000000110138.txt,0,0,0,0,6,0,0
000000375409.txt,0,0,0,0,0,1,0
000000227245.txt,0,1,0,0,0,0,0
000000496800.txt,0,0,1,0,0,2,0
000000547774.txt,1,0,0,0,0,1,0
000000393174.txt,0,0,0,0,0,1,0
000000227439.txt,1,1,0,0,0,0,0
000000099727.txt,1,0,0,0,0,3,0
000000171194.txt,1,1,0,0,0,0,0
000000488207.txt,0,0,0,2,0,0,0
000000194529.txt,0,0,0,0,0,2,0
000000157642.txt,0,0,0,0,0,0,1
000000563127.txt,0,0,1,0,0,0,0
000000196290.txt,1,0,1,0,0,0,2
000000478575.txt,1,0,0,6,0,0,0
000000578317.txt,0,0,1,0,0,0,0
000000422899.txt,0,0,1,0,0,0,3
000000325590.txt,0,0,0,5,0,0,0
000000036728.txt,0,0,1,0,0,0,0
000000144814.txt,0,0,1,0,1,0,3
000000169382.txt,0,0,1,0,0,0,1
000000261603.txt,1,0,0,1,0,0,0
000000559754.txt,0,0,1,0,0,0,1
000000189356.txt,1,0,0,1,0,0,0
000000545676.txt,0,1,0,0,0,0,1
000000195998.txt,1,0,0,0,2,0,0
000000497608.txt,0,0,1,0,0,0,0
000000432623.txt,1,1,0,1,0,0,0
000000364919.txt,1,0,1,0,6,0,0
000000538194.txt,1,0,0,0,0,0,1
000000090061.txt,1,0,0,0,1,0,0
000000555942.txt,0,0,1,5,0,0,0
000000083269.txt,1,0,0,0,1,0,0
000000378561.txt,1,0,1,0,1,0,0
000000165071.txt,1,0,1,6,0,0,0
000000404847.txt,1,0,0,0,0,0,2
000000222054.txt,1,0,0,0,1,0,0
000000350759.txt,0,0,1,0,0,1,0
000000421602.txt,1,0,0,0,1,0,0
000000194365.txt,1,0,1,0,1,0,0
000000276070.txt,0,0,0,1,0,0,0
000000392936.txt,0,0,0,0,0,2,0
000000285810.txt,1,2,1,0,0,0,2
000000283216.txt,1,0,0,11,0,0,0
000000012947.txt,1,0,0,0,0,1,0
000000533520.txt,1,0,0,1,0,0,0
000000353809.txt,1,0,0,0,1,0,0
000000056145.txt,1,0,1,0,0,0,2
000000281160.txt,0,1,1,0,0,0,0
000000035826.txt,1,0,0,0,0,2,0
000000514904.txt,0,10,0,0,1,0,0
000000438537.txt,1,1,0,0,0,0,0
000000447347.txt,1,0,1,0,0,0,2
000000274715.txt,1,0,1,0,0,0,1
000000339446.txt,0,1,0,0,0,0,1
000000294865.txt,1,0,0,0,0,1,0
000000224524.txt,1,0,0,0,0,1,0
000000445388.txt,0,2,1,0,2,0,0
000000445327.txt,1,0,0,0,0,0,1
000000166261.txt,1,0,0,0,0,0,1
000000279849.txt,0,0,1,1,0,0,0
000000342318.txt,1,0,0,0,0,1,0
000000254301.txt,1,0,1,3,5,0,4
000000489890.txt,1,0,1,0,0,0,1
000000235976.txt,1,0,1,0,1,0,0
000000243421.txt,1,3,1,0,0,0,0
000000271814.txt,1,1,0,1,0,0,0
000000177319.txt,1,11,1,0,1,0,0
000000213527.txt,1,1,0,0,0,0,0
000000409856.txt,0,0,1,0,0,1,0
000000532779.txt,0,1,1,0,0,0,0
000000427221.txt,0,0,1,4,0,0,0
000000286021.txt,0,0,0,0,0,2,0
000000567171.txt,1,0,1,1,0,0,0
000000159446.txt,0,0,0,0,0,1,0
000000130663.txt,1,0,0,0,0,1,0
000000153817.txt,1,0,0,0,0,4,0
000000181595.txt,1,0,0,1,0,0,0
000000173184.txt,0,0,1,0,0,1,0
000000411417.txt,1,0,0,1,0,0,0
000000148329.txt,1,0,1,0,0,0,1
000000361672.txt,0,0,0,0,1,0,0
000000434877.txt,1,0,0,0,0,1,0
000000537560.txt,0,0,0,0,0,1,0
000000357587.txt,0,0,1,1,0,0,0
000000131919.txt,1,1,0,0,0,0,0
000000465018.txt,0,0,1,0,0,0,0
000000384827.txt,0,0,1,0,0,0,0
000000240423.txt,0,0,1,0,0,0,0
000000503099.txt,1,0,0,1,0,0,0
000000053956.txt,0,0,0,0,0,0,2
000000044232.txt,1,0,0,0,0,1,0
000000094031.txt,1,6,1,0,0,0,0
000000128987.txt,0,0,1,1,0,0,0
000000132189.txt,0,0,1,0,2,0,0
000000124952.txt,1,0,1,0,1,0,1
000000511406.txt,1,0,0,2,0,0,0
000000298225.txt,1,0,0,1,0,0,0
000000316141.txt,1,0,0,0,1,0,0
000000142207.txt,0,0,0,0,0,0,1
000000047221.txt,1,0,0,0,1,0,0
000000408303.txt,0,0,1,0,0,0,0
000000168260.txt,0,0,0,0,0,0,1
000000277461.txt,1,0,0,0,0,0,3
000000138290.txt,1,0,1,0,0,1,0
000000165855.txt,0,0,0,0,0,0,2
000000054614.txt,0,0,1,0,0,0,4
000000015157.txt,1,0,1,0,0,0,1
000000472387.txt,0,0,1,0,0,0,0
000000315868.txt,0,0,1,1,0,0,0
000000334171.txt,1,1,0,0,0,0,0
000000159250.txt,0,0,1,0,0,0,1
000000094526.txt,1,0,0,0,0,2,2
000000193649.txt,1,0,1,0,0,0,3
000000325215.txt,1,0,1,9,0,0,0
000000198947.txt,0,1,1,0,0,0,0
000000356615.txt,0,0,0,0,0,1,0
000000260409.txt,1,0,0,1,0,0,0
000000575176.txt,1,0,0,1,0,0,0
000000006033.txt,1,0,0,0,1,0,0
000000580414.txt,1,0,1,0,0,0,1
000000007125.txt,1,2,0,0,0,0,0
000000284002.txt,1,0,0,0,0,1,0
000000572801.txt,1,0,0,0,0,0,2
000000036448.txt,1,0,1,0,0,1,0
000000198269.txt,1,0,0,10,0,0,0
000000406579.txt,0,0,0,0,2,0,0
000000349472.txt,1,0,1,1,0,0,0
000000400307.txt,0,0,0,0,0,1,1
000000355159.txt,1,0,0,0,1,0,0
000000404351.txt,1,0,0,0,0,1,0
000000314126.txt,0,0,1,0,0,0,0
000000052259.txt,0,0,0,0,0,1,0
000000188440.txt,1,0,0,2,0,0,1
000000290260.txt,1,1,0,0,0,0,0
000000122539.txt,0,0,0,1,0,0,0
000000004130.txt,1,0,1,0,1,0,2
000000321185.txt,1,5,1,0,0,0,0
000000339793.txt,1,0,1,2,0,0,0
000000194108.txt,0,2,1,0,0,0,0
000000501698.txt,1,0,0,1,0,0,0
000000373038.txt,0,0,0,2,0,0,0
000000353577.txt,1,4,0,0,0,0,0
000000344415.txt,1,0,1,0,0,2,0
000000277858.txt,1,0,1,0,0,0,1
000000385971.txt,0,1,1,0,0,0,0
000000004497.txt,0,0,0,0,0,0,1
000000182500.txt,0,0,1,0,0,0,0
000000525542.txt,0,0,0,0,2,0,1
000000320467.txt,0,2,0,0,0,0,0
000000503814.txt,0,0,1,0,0,0,0
000000313712.txt,1,0,1,0,2,0,1
000000295376.txt,1,0,0,0,3,0,0
000000481365.txt,0,0,0,0,0,1,0
000000561527.txt,1,0,1,0,0,1,0
000000231060.txt,0,0,0,0,0,1,0
000000362391.txt,0,0,0,0,0,4,0
000000577398.txt,1,0,0,1,0,0,0
000000275237.txt,1,0,0,0,0,1,0
000000063050.txt,0,0,1,0,0,0,0
000000253036.txt,1,0,0,0,2,0,0
000000072776.txt,1,0,1,0,0,0,7
000000457683.txt,0,0,0,1,0,0,0
000000223335.txt,1,0,0,1,0,0,0
000000044739.txt,1,0,0,0,0,1,0
000000266108.txt,1,0,1,5,0,0,0
000000232432.txt,1,0,0,0,0,0,2
000000101094.txt,1,0,1,1,0,0,0
000000067439.txt,1,0,1,0,2,0,1
000000330253.txt,0,0,0,0,1,0,2
000000328348.txt,0,0,1,1,0,0,0
000000079632.txt,1,8,0,0,0,0,0
000000401802.txt,0,0,0,0,0,1,0
000000286493.txt,1,0,0,0,0,1,0
000000411856.txt,0,0,0,0,0,1,0
000000536932.txt,1,3,1,0,0,0,1
000000401330.txt,0,0,0,0,0,0,2
000000121152.txt,0,0,1,0,1,0,0
000000236332.txt,0,0,1,0,0,0,0
