,txt_fn,pedestrian,bicycle,car,motorcycle,bus,train,truck
40184,000000366048.txt,7,0,3,0,3,0,0
40185,000000283267.txt,4,0,0,0,0,0,0
40186,000000059367.txt,4,0,0,0,0,0,0
40187,000000173579.txt,6,0,0,0,0,0,0
40188,000000284366.txt,2,0,0,0,0,0,0
40189,000000236052.txt,1,0,0,0,0,1,0
40190,000000078060.txt,7,0,0,0,0,0,1
40191,000000519361.txt,2,0,1,0,0,0,3
40192,000000387009.txt,1,0,0,0,0,0,0
40193,000000394033.txt,11,3,1,6,0,0,0
40194,000000216364.txt,1,0,0,0,0,0,0
40195,000000491397.txt,3,0,4,0,2,0,0
40196,000000206017.txt,1,0,0,0,0,0,0
40197,000000003967.txt,7,0,0,0,0,0,0
40198,000000381205.txt,1,0,0,0,0,0,0
40199,000000117223.txt,1,0,0,0,0,0,0
40200,000000064619.txt,6,0,0,0,0,0,0
40201,000000375200.txt,12,0,1,0,0,0,0
40202,000000226264.txt,0,0,0,0,0,1,0
40203,000000428011.txt,1,0,0,0,0,0,0
40204,000000355513.txt,1,0,0,0,0,0,0
40205,000000345838.txt,2,0,0,0,0,0,0
40206,000000499455.txt,1,0,0,0,0,0,0
40207,000000013992.txt,4,0,0,0,0,0,0
40208,000000461147.txt,2,0,0,0,0,0,0
40209,000000081961.txt,3,0,0,0,0,0,0
40210,000000314310.txt,4,0,0,0,0,0,0
40211,000000383322.txt,10,0,0,1,3,0,0
40212,000000053183.txt,2,0,0,0,0,0,0
40213,000000380429.txt,2,0,0,0,0,0,0
40214,000000493952.txt,2,0,5,0,0,0,1
40215,000000450173.txt,1,0,0,0,0,0,0
40216,000000536589.txt,0,1,0,0,0,0,0
40217,000000306074.txt,6,0,0,0,0,0,0
40218,000000565635.txt,13,0,0,12,0,0,0
40219,000000369961.txt,2,0,0,0,0,0,0
40220,000000423739.txt,7,1,0,0,0,0,0
40221,000000147148.txt,3,0,1,0,0,0,0
40222,000000279430.txt,0,0,0,0,0,1,0
40223,000000342403.txt,1,0,1,0,0,0,1
40224,000000058406.txt,1,0,0,0,0,0,0
40225,000000055126.txt,2,0,0,0,0,0,0
40226,000000242900.txt,3,0,0,0,0,0,0
40227,000000469293.txt,7,0,0,0,0,0,0
40228,000000465005.txt,3,1,0,0,0,0,0
40229,000000316012.txt,7,0,0,0,0,0,0
40230,000000084546.txt,13,0,12,0,0,0,0
40231,000000000241.txt,5,0,0,0,0,0,0
40232,000000096512.txt,11,0,0,1,6,0,0
40233,000000035145.txt,0,1,0,0,0,0,0
40234,000000142666.txt,2,0,0,0,0,0,0
40235,000000305885.txt,11,13,0,0,0,0,0
40236,000000160828.txt,1,0,0,0,0,0,0
40237,000000445682.txt,2,0,0,0,0,0,0
40238,000000039495.txt,1,0,4,0,0,0,0
40239,000000216228.txt,2,1,0,0,0,0,0
40240,000000249822.txt,1,0,0,0,0,0,0
40241,000000116694.txt,13,0,4,0,0,0,1
40242,000000379188.txt,7,0,0,0,0,0,0
40243,000000208274.txt,6,0,0,0,0,0,0
40244,000000225253.txt,0,0,0,0,0,2,0
40245,000000270818.txt,1,0,0,0,0,0,0
40246,000000009999.txt,8,0,9,0,2,0,1
40247,000000157617.txt,3,0,0,0,0,0,0
40248,000000028134.txt,1,0,0,0,0,0,0
40249,000000503011.txt,1,0,0,0,0,0,0
40250,000000253389.txt,11,0,0,0,0,0,0
40251,000000313088.txt,6,0,0,0,0,0,0
40252,000000345400.txt,2,0,0,0,0,0,0
40253,000000445893.txt,13,0,0,0,0,0,1
40254,000000226708.txt,0,0,0,0,1,0,0
40255,000000319430.txt,5,0,0,0,0,0,0
40256,000000060699.txt,13,0,0,0,0,0,0
40257,000000482122.txt,2,0,0,0,0,0,0
40258,000000265789.txt,1,0,0,0,0,0,0
40259,000000205811.txt,13,0,0,0,0,0,0
40260,000000179793.txt,1,0,0,0,0,0,0
40261,000000064723.txt,0,0,1,1,0,0,0
40262,000000230756.txt,5,2,0,0,0,0,0
40263,000000129187.txt,0,0,2,0,0,0,0
40264,000000571012.txt,1,0,0,0,0,0,0
40265,000000409731.txt,13,0,0,0,0,0,0
40266,000000324006.txt,13,0,0,0,0,0,0
40267,000000405456.txt,1,0,2,0,0,0,0
40268,000000288703.txt,3,0,0,0,0,0,0
40269,000000192501.txt,5,0,0,0,0,0,0
40270,000000466964.txt,13,0,2,0,0,0,0
40271,000000537698.txt,6,0,0,0,0,0,0
40272,000000382969.txt,1,0,0,0,0,0,0
40273,000000502058.txt,2,0,0,0,0,0,0
40274,000000088527.txt,1,0,0,0,0,0,0
40275,000000196797.txt,13,0,0,0,0,0,0
40276,000000201893.txt,1,0,0,0,0,0,0
40277,000000208524.txt,1,0,0,0,0,1,0
40278,000000505738.txt,5,0,8,5,0,0,0
40279,000000445071.txt,3,0,0,0,0,0,0
40280,000000118347.txt,1,0,0,0,0,0,0
40281,000000005641.txt,2,0,0,0,0,0,0
40282,000000570075.txt,13,0,0,0,0,0,0
40283,000000325595.txt,1,0,0,0,0,0,0
40284,000000267548.txt,3,0,3,2,0,0,0
40285,000000093553.txt,2,0,0,0,0,0,0
40286,000000338705.txt,3,3,0,0,0,0,0
40287,000000097895.txt,2,0,0,0,0,0,0
40288,000000272235.txt,3,0,0,0,0,0,0
40289,000000457667.txt,1,0,0,0,0,0,0
40290,000000475621.txt,1,0,0,0,0,0,0
40291,000000431013.txt,2,0,0,0,0,0,0
40292,000000312233.txt,1,0,0,0,0,0,0
40293,000000082059.txt,0,0,0,0,0,1,0
40294,000000561594.txt,1,0,0,0,0,0,0
40295,000000031829.txt,0,0,1,0,0,0,0
40296,000000132430.txt,1,0,0,0,0,0,0
40297,000000061722.txt,12,0,0,0,0,0,0
40298,000000146049.txt,11,0,0,0,0,0,0
40299,000000548418.txt,7,0,0,0,0,0,0
40300,000000005644.txt,4,0,0,0,0,0,0
40301,000000464921.txt,1,0,0,0,0,0,0
40302,000000458212.txt,6,0,0,0,0,0,0
40303,000000005689.txt,1,0,0,0,0,0,0
40304,000000435495.txt,4,0,0,0,0,0,0
40305,000000242582.txt,1,0,0,0,0,0,0
40306,000000226350.txt,2,0,0,1,0,0,1
40307,000000273645.txt,12,0,0,0,0,0,0
40308,000000552392.txt,0,0,0,0,1,0,0
40309,000000183571.txt,2,0,0,0,0,0,0
40310,000000171353.txt,1,0,0,0,0,0,0
40311,000000191261.txt,1,0,0,0,0,0,0
40312,000000071232.txt,4,0,0,0,0,0,0
40313,000000053420.txt,4,0,0,0,0,0,0
40314,000000579899.txt,12,0,2,0,1,0,0
40315,000000084800.txt,2,0,0,0,0,0,0
40316,000000202912.txt,3,0,0,0,0,0,0
40317,000000055823.txt,1,0,0,0,0,0,0
40318,000000033897.txt,8,0,1,0,0,0,0
40319,000000057995.txt,1,0,0,0,0,0,0
40320,000000104044.txt,3,0,0,0,0,0,0
40321,000000401169.txt,7,0,0,0,0,0,0
40322,000000552630.txt,3,0,0,0,0,0,0
40323,000000192128.txt,9,1,2,0,1,0,0
40324,000000463875.txt,0,0,5,0,0,0,9
40325,000000063337.txt,2,0,0,0,0,0,0
40326,000000219968.txt,2,0,0,0,0,0,0
40327,000000430261.txt,1,0,0,0,0,0,0
40328,000000370082.txt,5,0,2,0,0,0,2
40329,000000094577.txt,3,0,0,0,0,0,0
40330,000000495081.txt,4,0,8,1,0,0,0
40331,000000519308.txt,13,0,0,0,0,0,0
40332,000000483323.txt,2,0,0,0,0,0,0
40333,000000220006.txt,4,2,0,0,0,0,0
40334,000000413225.txt,2,0,0,0,0,0,0
40335,000000418717.txt,2,0,0,0,0,0,0
40336,000000059005.txt,5,0,0,0,0,0,1
40337,000000570602.txt,0,0,1,0,0,0,0
40338,000000186550.txt,2,0,0,0,0,0,0
40339,000000165835.txt,1,0,0,0,0,0,0
40340,000000365587.txt,1,0,0,0,0,0,0
40341,000000184633.txt,0,0,0,0,0,0,1
40342,000000305085.txt,2,0,0,0,0,0,0
40343,000000205022.txt,0,0,0,1,0,0,0
40344,000000340261.txt,1,0,0,0,0,0,0
40345,000000415455.txt,0,0,0,0,4,0,0
40346,000000144093.txt,2,0,0,0,0,0,0
40347,000000367599.txt,12,0,0,0,0,0,0
40348,000000477878.txt,0,0,8,0,0,0,1
40349,000000283505.txt,0,1,0,0,0,0,0
40350,000000221241.txt,2,0,4,0,1,0,0
40351,000000398494.txt,0,1,0,0,0,0,0
40352,000000441576.txt,1,0,0,0,0,0,0
40353,000000123190.txt,3,0,0,0,0,0,0
40354,000000221932.txt,1,0,1,1,0,0,0
40355,000000251165.txt,1,0,0,0,0,0,0
40356,000000428518.txt,2,0,0,0,0,0,0
40357,000000447347.txt,2,0,1,0,0,0,2
40358,000000325770.txt,1,0,0,0,0,0,0
40359,000000187722.txt,2,0,0,0,0,0,0
40360,000000199721.txt,2,0,0,0,0,0,0
40361,000000248836.txt,0,0,0,0,0,0,1
40362,000000508339.txt,3,0,0,0,0,0,0
40363,000000489695.txt,2,0,3,2,0,0,2
40364,000000363014.txt,3,0,0,0,0,0,0
40365,000000042800.txt,0,0,0,0,1,0,0
40366,000000574722.txt,2,0,1,0,0,0,0
40367,000000425752.txt,13,0,0,0,0,0,0
40368,000000448425.txt,0,0,4,0,1,0,0
40369,000000114822.txt,1,0,0,0,0,0,0
40370,000000364340.txt,11,1,0,0,0,0,0
40371,000000399476.txt,2,2,6,0,0,0,1
40372,000000047175.txt,0,0,0,0,0,2,0
40373,000000068254.txt,1,0,0,0,0,0,0
40374,000000430518.txt,13,0,0,0,0,0,0
40375,000000190232.txt,13,0,0,0,0,0,0
40376,000000147506.txt,7,0,0,0,0,0,0
40377,000000227222.txt,7,0,0,0,0,0,0
40378,000000248771.txt,0,0,4,0,0,0,0
40379,000000559247.txt,10,0,0,0,0,0,0
40380,000000486350.txt,0,0,3,0,0,0,1
40381,000000412793.txt,3,0,3,0,5,0,3
40382,000000286092.txt,9,2,0,0,0,0,0
40383,000000242213.txt,3,0,0,0,0,0,0
40384,000000208022.txt,3,0,0,0,0,0,0
40385,000000314065.txt,2,0,0,0,0,0,0
40386,000000294348.txt,1,0,0,0,0,0,0
40387,000000263136.txt,1,0,0,0,0,0,0
40388,000000337819.txt,1,0,0,0,0,0,0
40389,000000056261.txt,13,0,0,0,0,0,0
40390,000000558748.txt,1,0,0,0,0,0,0
40391,000000207455.txt,0,0,4,0,0,0,2
40392,000000255326.txt,13,0,0,0,0,0,0
40393,000000257231.txt,6,0,5,0,0,0,0
40394,000000298493.txt,2,0,1,0,0,0,0
40395,000000018020.txt,1,0,0,0,0,0,0
40396,000000271253.txt,13,0,0,0,0,0,0
40397,000000041572.txt,3,0,1,0,0,0,0
40398,000000084183.txt,12,1,1,0,1,0,1
40399,000000384328.txt,1,0,0,0,0,0,0
40400,000000155216.txt,1,0,1,0,0,0,0
40401,000000048304.txt,2,0,3,0,0,0,0
40402,000000005140.txt,1,0,0,0,0,0,0
40403,000000229317.txt,2,0,1,2,0,0,0
40404,000000532219.txt,2,0,0,0,0,0,0
40405,000000401512.txt,2,0,0,0,0,0,0
40406,000000476298.txt,5,0,0,0,0,0,0
40407,000000406770.txt,2,0,0,0,0,0,0
40408,000000515206.txt,10,0,0,0,0,0,1
40409,000000372311.txt,13,0,0,0,0,0,0
40410,000000331214.txt,6,0,11,0,1,0,0
40411,000000227479.txt,0,0,0,0,0,1,0
40412,000000329012.txt,0,0,0,0,0,0,1
40413,000000533240.txt,3,0,0,0,0,0,0
40414,000000112253.txt,2,0,0,0,0,0,0
40415,000000125882.txt,3,0,0,0,0,0,0
40416,000000126131.txt,0,0,0,0,0,1,0
40417,000000462065.txt,1,0,0,0,0,0,0
40418,000000456552.txt,1,0,0,0,0,0,0
40419,000000237944.txt,1,0,0,0,0,0,0
40420,000000145129.txt,0,1,0,0,0,0,0
40421,000000377964.txt,1,0,0,0,0,0,0
40422,000000239593.txt,0,0,8,0,0,1,0
40423,000000109971.txt,4,0,0,0,0,0,0
40424,000000578884.txt,1,0,0,0,2,0,1
40425,000000074984.txt,0,0,1,0,0,0,0
40426,000000385653.txt,1,0,0,0,0,0,0
40427,000000277448.txt,0,1,0,0,0,0,0
40428,000000126978.txt,3,0,0,0,0,0,0
40429,000000224862.txt,0,0,0,0,1,0,0
40430,000000041818.txt,2,0,0,0,0,0,0
40431,000000230004.txt,1,0,0,0,0,0,0
40432,000000046941.txt,3,0,0,0,0,0,0
40433,000000054586.txt,2,0,0,0,0,0,0
40434,000000185986.txt,10,0,0,0,0,1,0
40435,000000511676.txt,1,0,0,0,0,0,0
40436,000000452274.txt,1,0,0,0,0,0,0
40437,000000108897.txt,5,0,0,0,0,0,0
40438,000000467746.txt,13,0,0,0,0,0,0
40439,000000087364.txt,5,0,0,0,0,0,0
40440,000000091839.txt,2,0,0,0,0,0,0
40441,000000075308.txt,0,0,1,0,0,0,0
40442,000000137072.txt,2,0,0,0,0,0,0
40443,000000112581.txt,7,0,0,0,0,0,0
40444,000000128503.txt,0,0,2,0,0,0,0
40445,000000397640.txt,1,0,0,0,0,0,0
40446,000000518518.txt,0,0,1,0,0,0,0
40447,000000192524.txt,5,0,0,0,0,1,0
40448,000000189356.txt,2,0,0,1,0,0,0
40449,000000056938.txt,13,0,0,0,0,0,0
40450,000000541209.txt,1,0,0,0,0,0,0
40451,000000085881.txt,1,0,0,0,0,0,0
40452,000000245051.txt,0,0,3,0,0,1,0
40453,000000447082.txt,13,1,0,0,0,0,0
40454,000000068546.txt,4,0,0,0,0,0,0
40455,000000409367.txt,1,0,0,0,0,0,0
40456,000000536504.txt,1,0,0,0,0,0,0
40457,000000453547.txt,1,0,0,0,0,0,0
40458,000000438878.txt,7,0,1,1,0,0,1
40459,000000026260.txt,2,0,0,0,0,0,0
40460,000000236674.txt,4,0,10,0,0,0,1
40461,000000199125.txt,8,0,0,0,0,0,0
40462,000000122796.txt,1,0,0,0,0,0,0
40463,000000545370.txt,1,0,0,0,0,0,0
40464,000000036341.txt,3,0,1,0,0,0,0
40465,000000420442.txt,1,0,0,0,0,0,0
40466,000000043776.txt,0,0,0,0,0,1,0
40467,000000560457.txt,2,0,0,0,0,0,0
40468,000000455554.txt,1,0,0,0,0,0,0
40469,000000095711.txt,2,0,0,0,0,0,0
40470,000000069501.txt,6,0,0,0,0,1,0
40471,000000455481.txt,6,0,0,0,0,0,1
40472,000000328906.txt,2,0,0,0,0,0,0
40473,000000456969.txt,1,0,0,0,0,0,0
40474,000000150799.txt,5,0,0,0,0,0,0
40475,000000531960.txt,1,0,0,0,0,0,0
40476,000000025799.txt,1,0,0,0,0,0,0
40477,000000343357.txt,4,0,0,0,0,0,0
40478,000000098925.txt,1,0,0,0,0,0,0
40479,000000139551.txt,1,0,0,0,0,0,0
40480,000000228306.txt,1,0,3,0,1,0,0
40481,000000095753.txt,1,0,0,0,0,0,0
40482,000000049508.txt,8,0,0,0,0,0,0
40483,000000145311.txt,6,0,3,0,0,0,1
40484,000000409603.txt,3,0,0,0,0,0,0
40485,000000013220.txt,4,0,0,0,0,0,0
40486,000000087017.txt,8,0,0,0,0,0,0
40487,000000383819.txt,2,0,0,0,0,0,0
40488,000000520430.txt,1,0,0,0,0,0,0
40489,000000310391.txt,5,0,2,0,0,0,0
40490,000000080599.txt,1,0,0,0,0,0,0
40491,000000158823.txt,2,0,0,0,0,1,0
40492,000000529226.txt,3,0,0,0,0,0,0
40493,000000014736.txt,0,0,2,0,0,0,0
40494,000000168016.txt,1,0,0,0,0,0,0
40495,000000570719.txt,0,0,5,0,1,0,0
40496,000000445607.txt,3,0,0,0,0,0,0
40497,000000342702.txt,1,0,0,0,0,0,0
40498,000000528788.txt,1,0,0,0,0,0,0
40499,000000134705.txt,1,0,0,0,0,0,0
40500,000000564879.txt,2,0,0,0,0,0,0
40501,000000240911.txt,0,0,0,0,0,3,0
40502,000000106151.txt,1,0,0,0,0,0,0
40503,000000401171.txt,2,0,0,0,0,0,0
40504,000000472327.txt,4,0,2,0,0,0,0
40505,000000123155.txt,2,0,0,0,0,0,0
40506,000000491872.txt,1,0,0,0,0,0,0
40507,000000366753.txt,7,0,0,0,0,0,0
40508,000000031537.txt,1,0,0,0,0,0,0
40509,000000569703.txt,1,0,0,0,0,0,0
40510,000000268023.txt,4,0,0,0,2,0,0
40511,000000439071.txt,1,0,0,0,0,0,0
40512,000000204085.txt,0,0,0,0,0,1,0
40513,000000254063.txt,1,0,0,0,0,0,0
40514,000000282142.txt,2,0,0,0,0,0,0
40515,000000393478.txt,1,0,0,0,0,1,0
40516,000000397897.txt,2,0,0,0,0,0,0
40517,000000578620.txt,1,0,2,0,0,0,0
40518,000000180436.txt,8,0,3,0,0,0,0
40519,000000314383.txt,6,0,0,0,0,0,0
40520,000000158924.txt,1,0,0,0,0,0,0
40521,000000286349.txt,3,0,0,0,0,0,0
40522,000000367823.txt,1,0,0,0,0,0,0
40523,000000419386.txt,8,0,0,0,0,0,0
40524,000000193547.txt,1,0,1,0,0,0,0
40525,000000280551.txt,0,0,1,0,0,0,0
40526,000000153652.txt,1,0,0,0,0,0,0
40527,000000054976.txt,9,0,0,0,0,0,0
40528,000000409105.txt,2,0,0,0,0,1,0
40529,000000537376.txt,6,0,0,0,0,0,0
40530,000000069328.txt,1,0,0,0,0,0,0
40531,000000497207.txt,0,0,1,0,0,0,0
40532,000000303137.txt,1,0,0,0,0,0,0
40533,000000195233.txt,1,0,0,0,0,0,0
40534,000000261271.txt,1,0,0,0,0,0,0
40535,000000371786.txt,4,0,0,0,0,0,0
40536,000000573913.txt,5,0,0,0,0,0,0
40537,000000481821.txt,1,0,0,0,0,0,0
40538,000000543466.txt,12,0,9,0,0,0,0
40539,000000239502.txt,0,0,0,0,0,1,0
40540,000000560561.txt,1,0,0,0,0,0,0
40541,000000513522.txt,2,0,0,0,0,0,0
40542,000000030143.txt,1,0,0,0,0,0,0
40543,000000457191.txt,2,0,0,0,0,0,0
40544,000000569301.txt,3,0,0,0,0,0,0
40545,000000085482.txt,0,0,2,0,0,0,0
40546,000000324772.txt,2,0,0,0,0,0,0
40547,000000284873.txt,0,0,0,0,0,1,0
40548,000000338847.txt,1,0,0,0,0,0,0
40549,000000373029.txt,5,0,3,0,0,0,6
40550,000000336333.txt,5,0,0,0,0,0,0
40551,000000529344.txt,2,0,0,0,0,0,0
40552,000000315685.txt,2,0,0,0,0,0,0
40553,000000286662.txt,1,0,0,0,0,0,0
40554,000000359870.txt,4,0,0,0,0,0,0
40555,000000424940.txt,1,0,0,0,0,0,0
40556,000000018555.txt,0,0,4,0,0,0,0
40557,000000086705.txt,0,0,0,0,0,1,0
40558,000000283323.txt,5,0,12,0,0,0,1
40559,000000488683.txt,1,0,0,0,0,0,0
40560,000000130733.txt,0,0,1,0,0,0,0
40561,000000328427.txt,1,0,0,0,0,0,0
40562,000000317851.txt,1,1,1,1,0,0,0
40563,000000343679.txt,5,0,0,0,0,0,0
40564,000000144025.txt,6,0,0,0,0,0,0
40565,000000422211.txt,1,0,0,0,0,0,0
40566,000000580974.txt,12,0,0,0,0,0,0
40567,000000277956.txt,3,0,0,0,0,0,0
40568,000000152501.txt,3,0,0,0,0,0,0
40569,000000121952.txt,2,0,0,0,0,0,0
40570,000000219487.txt,3,0,0,0,0,0,0
40571,000000127945.txt,1,0,0,0,0,2,0
40572,000000069952.txt,0,0,2,0,0,0,1
40573,000000109939.txt,2,0,3,0,1,0,0
40574,000000273665.txt,5,1,0,0,0,0,0
40575,000000144252.txt,13,0,0,0,0,0,0
40576,000000320693.txt,1,0,2,0,0,0,0
40577,000000530901.txt,5,0,0,0,0,0,0
40578,000000251804.txt,6,0,0,0,0,0,0
40579,000000188154.txt,1,0,0,0,0,0,0
40580,000000304645.txt,1,0,0,0,0,0,0
40581,000000449850.txt,3,0,0,0,0,0,0
40582,000000306435.txt,0,0,3,0,0,0,2
40583,000000551515.txt,2,0,0,0,0,0,0
40584,000000211707.txt,2,0,0,0,0,0,0
40585,000000413202.txt,2,0,0,0,0,0,0
40586,000000447767.txt,2,0,0,0,0,0,0
40587,000000002822.txt,0,0,1,0,1,0,0
40588,000000491732.txt,4,0,0,0,0,0,0
40589,000000478115.txt,9,0,0,0,0,0,0
40590,000000143024.txt,5,0,0,0,0,0,0
40591,000000125015.txt,1,0,0,0,0,0,0
40592,000000243336.txt,3,0,0,0,0,0,0
40593,000000085372.txt,1,0,0,0,0,0,0
40594,000000276458.txt,2,0,0,0,0,0,0
40595,000000475001.txt,1,0,0,0,0,0,0
40596,000000524638.txt,1,0,0,0,0,0,0
40597,000000080441.txt,11,0,10,1,0,0,1
40598,000000556954.txt,1,0,0,0,0,0,0
40599,000000277436.txt,1,0,0,0,0,0,0
40600,000000063306.txt,13,0,0,0,0,0,0
40601,000000233005.txt,1,0,0,0,0,0,0
40602,000000520585.txt,13,0,0,0,0,0,0
40603,000000349485.txt,1,0,0,0,0,0,0
40604,000000046859.txt,5,0,0,0,0,0,0
40605,000000358451.txt,1,0,0,0,0,0,0
40606,000000221794.txt,2,0,0,0,0,0,0
40607,000000337561.txt,5,2,0,0,0,0,0
40608,000000499360.txt,4,0,4,0,1,0,0
40609,000000458654.txt,1,0,0,0,0,0,0
40610,000000088875.txt,0,0,0,0,1,0,0
40611,000000328791.txt,9,1,5,0,0,0,0
40612,000000473706.txt,2,0,0,0,0,0,0
40613,000000254927.txt,10,0,0,0,0,0,0
40614,000000179405.txt,1,0,0,0,0,0,0
40615,000000005033.txt,1,0,0,0,0,1,0
40616,000000169098.txt,0,0,0,0,0,1,0
40617,000000038929.txt,0,0,0,0,0,0,1
40618,000000081135.txt,10,0,0,0,0,0,0
40619,000000005459.txt,13,0,0,0,0,0,0
40620,000000407590.txt,6,0,0,0,0,0,0
40621,000000053330.txt,11,0,2,0,0,0,0
40622,000000134325.txt,4,0,0,0,0,0,0
40623,000000145019.txt,5,0,0,0,0,0,0
40624,000000261721.txt,7,0,0,0,0,1,0
40625,000000330768.txt,3,0,0,0,0,0,0
40626,000000248789.txt,2,0,0,0,0,0,0
40627,000000125407.txt,0,0,0,1,0,0,0
40628,000000267216.txt,4,0,0,0,0,0,0
40629,000000171885.txt,3,0,0,0,0,0,0
40630,000000397582.txt,1,0,0,0,0,0,0
40631,000000515289.txt,7,3,0,0,0,0,0
40632,000000475998.txt,1,0,0,0,0,0,0
40633,000000505898.txt,3,0,0,0,0,0,0
40634,000000107974.txt,4,0,0,0,0,0,0
40635,000000203108.txt,1,0,0,0,0,2,0
40636,000000332133.txt,2,0,0,0,0,0,0
40637,000000115342.txt,2,2,0,0,0,0,1
40638,000000150746.txt,1,0,0,0,0,0,0
40639,000000218116.txt,7,0,0,0,0,0,0
40640,000000284338.txt,1,0,0,0,0,0,0
40641,000000129801.txt,3,0,0,0,1,0,1
40642,000000515347.txt,1,0,0,0,0,0,0
40643,000000439615.txt,12,0,1,9,0,0,0
40644,000000177319.txt,12,11,5,0,1,0,0
40645,000000532003.txt,13,0,2,0,0,0,0
40646,000000560173.txt,0,0,1,0,0,0,1
40647,000000470893.txt,2,0,0,0,0,0,0
40648,000000248203.txt,1,0,0,0,0,0,0
40649,000000194752.txt,13,0,4,0,1,0,2
40650,000000379711.txt,13,0,5,0,0,0,0
40651,000000016412.txt,3,0,4,0,1,0,0
40652,000000434510.txt,1,0,0,0,0,0,0
40653,000000489052.txt,2,0,0,0,0,0,0
40654,000000286171.txt,1,0,0,0,0,0,0
40655,000000082936.txt,1,0,0,0,0,0,0
40656,000000180540.txt,1,0,0,0,0,0,0
40657,000000567000.txt,4,0,0,0,0,0,0
40658,000000361246.txt,0,0,0,0,0,1,0
40659,000000052691.txt,4,0,0,0,0,0,0
40660,000000214266.txt,12,0,1,0,0,0,0
40661,000000176155.txt,1,0,0,0,0,0,0
40662,000000182728.txt,2,0,0,0,0,0,0
40663,000000166699.txt,13,0,0,0,0,0,0
40664,000000021175.txt,0,0,7,0,0,0,1
40665,000000228855.txt,1,0,0,0,0,0,0
40666,000000283388.txt,7,0,0,0,0,1,0
40667,000000214997.txt,1,0,0,0,0,0,0
40668,000000195556.txt,3,0,8,0,0,0,0
40669,000000229544.txt,2,0,0,0,0,0,0
40670,000000398426.txt,1,0,0,0,0,0,0
40671,000000392457.txt,0,0,8,0,0,0,0
40672,000000194000.txt,5,0,0,0,0,0,0
40673,000000200959.txt,1,0,0,0,0,0,0
40674,000000161510.txt,2,0,0,0,0,0,0
40675,000000289805.txt,12,0,0,0,1,0,1
40676,000000387136.txt,1,2,0,1,1,0,1
40677,000000459400.txt,1,0,0,0,0,0,0
40678,000000240681.txt,1,0,1,1,0,0,0
40679,000000150559.txt,2,1,5,0,0,0,2
40680,000000156504.txt,1,0,0,0,0,0,0
40681,000000326232.txt,1,0,0,0,0,0,0
40682,000000268640.txt,10,0,0,0,0,0,0
40683,000000406767.txt,2,1,0,0,0,0,0
40684,000000385146.txt,1,0,0,0,0,0,0
40685,000000352410.txt,2,0,12,0,0,0,1
40686,000000564056.txt,0,0,1,0,0,0,0
40687,000000033743.txt,13,0,0,0,0,0,0
40688,000000030371.txt,5,0,1,0,0,0,0
40689,000000310906.txt,0,0,8,0,0,1,0
40690,000000057006.txt,0,0,2,0,0,0,0
40691,000000293986.txt,1,0,2,0,0,0,0
40692,000000110877.txt,3,0,0,0,0,0,0
40693,000000580829.txt,0,0,1,0,0,0,0
40694,000000021222.txt,8,0,0,0,7,0,0
40695,000000538263.txt,2,0,0,0,0,0,0
40696,000000010526.txt,2,0,0,0,0,0,0
40697,000000283534.txt,3,0,0,0,0,0,0
40698,000000256384.txt,2,0,0,0,0,0,0
40699,000000003366.txt,9,0,0,0,0,0,0
40700,000000322089.txt,1,0,0,1,0,0,0
40701,000000149918.txt,1,0,0,0,0,0,0
40702,000000397527.txt,0,0,2,0,0,0,0
40703,000000045600.txt,1,0,0,0,0,0,0
40704,000000030856.txt,1,0,0,0,0,0,0
40705,000000229856.txt,1,0,0,0,0,0,0
40706,000000333302.txt,2,0,0,0,0,0,0
40707,000000213552.txt,1,0,0,0,0,0,0
40708,000000200572.txt,1,0,0,0,0,0,0
40709,000000011544.txt,5,0,0,0,0,0,0
40710,000000444415.txt,1,0,1,1,0,0,0
40711,000000048844.txt,11,0,0,0,0,0,0
40712,000000049602.txt,2,0,0,0,0,0,0
40713,000000346668.txt,3,0,1,0,0,0,0
40714,000000134302.txt,1,0,0,0,0,0,1
40715,000000525369.txt,1,0,0,0,0,0,0
40716,000000022850.txt,7,0,0,0,0,0,0
40717,000000206454.txt,2,0,0,0,0,0,0
40718,000000558615.txt,9,0,0,0,1,0,3
40719,000000194013.txt,2,0,0,0,0,0,0
40720,000000569017.txt,13,0,0,0,0,0,0
40721,000000130362.txt,4,0,0,0,0,0,0
40722,000000337164.txt,2,0,0,0,0,0,0
40723,000000204489.txt,1,0,0,0,0,0,0
40724,000000455588.txt,10,0,0,0,0,0,0
40725,000000261487.txt,12,0,2,0,0,0,0
40726,000000530132.txt,3,0,0,0,3,0,0
40727,000000226039.txt,1,0,0,0,0,0,0
40728,000000452912.txt,12,0,0,0,0,0,0
40729,000000422960.txt,0,0,0,0,0,1,0
40730,000000468867.txt,1,0,0,0,0,0,0
40731,000000121056.txt,2,0,0,0,0,0,0
40732,000000313480.txt,10,0,0,0,0,0,0
40733,000000069257.txt,1,0,0,0,0,0,0
40734,000000541619.txt,11,0,13,4,0,0,0
40735,000000165546.txt,2,0,0,0,0,0,0
40736,000000396213.txt,1,0,0,0,0,0,0
40737,000000247826.txt,1,0,0,0,0,0,0
40738,000000075114.txt,2,0,0,0,0,0,0
40739,000000017799.txt,13,0,0,0,0,0,0
40740,000000006531.txt,1,0,4,0,0,0,0
40741,000000237309.txt,11,0,0,0,1,0,2
